chapter,KJV,BBE
Amos6,"Woe to them that are at ease in Zion, and trust in the mountain of Samaria, which are named chief of the nations, to whom the house of Israel came! Pass ye unto Calneh, and see; and from thence go ye to Hamath the great: then go down to Gath of the Philistines: be they better than these kingdoms?","Sorrow to those who are resting in comfort in Zion, and to those who have no fear of danger in the mountain of Samaria, the noted men of the chief of the nations, to whom the people of Israel come! Go on to Calneh and see; and from there go to Hamath the great; then go down to Gath of the Philistines: are you better than these kingdoms?"
Jeremiah45,"The word that Jeremiah the prophet spake unto Baruch the son of Neriah, when he had written these words in a book at the mouth of Jeremiah, in the fourth year of Jehoiakim the son of Josiah king of Judah, saying, Thus saith the Lord, the God of Israel, unto thee, O Baruch: Thou didst say, Woe is me now! for the Lord hath added grief to my sorrow; I fainted in my sighing, and I find no rest.","The words which Jeremiah the prophet said to Baruch, the son of Neriah, when he put these words down in a book from the mouth of Jeremiah, in the fourth year of Jehoiakim, the son of Josiah, king of Judah; he said, This is what the Lord, the God of Israel, has said of you, O Baruch: You said, Sorrow is mine! for the Lord has given me sorrow in addition to my pain; I am tired with the sound of my sorrow, and I get no rest."
Esther2,"After these things, when the wrath of king Ahasuerus was appeased, he remembered Vashti, and what she had done, and what was decreed against her. Then said the king's servants that ministered unto him, Let there be fair young virgins sought for the king: And let the king appoint officers in all the provinces of his kingdom, that they may gather together all the fair young virgins unto Shushan the palace, to the house of the women, unto the custody of Hege the king's chamberlain, keeper of the women; and let their things for purification be given them: And let the maiden which pleaseth the king be queen instead of Vashti.","After these things, when the king's feelings were calmer, the thought of Vashti and what she had done and the order he had made against her, came back to his mind. Then the servants who were waiting on the king said to him, Let search be made for some fair young virgins for the king: Let the king give authority to certain men in all the divisions of his kingdom, to get together all the fair young virgins and send them to Shushan, the king's town, to the women's house, under the care of Hegai, the king's servant, the keeper of the women: and let the things needed for making them clean be given to them; And let the girl who is pleasing to the king be queen in place of Vashti."
Exodus1,"Now these are the names of the children of Israel, which came into Egypt; every man and his household came with Jacob. Reuben, Simeon, Levi, and Judah, Issachar, Zebulun, and Benjamin, Dan, and Naphtali, Gad, and Asher.","Now these are the names of the sons of Israel who came into Egypt; every man and his family came with Jacob. Reuben, Simeon, Levi, and Judah; Issachar, Zebulun, and Benjamin; Dan and Naphtali, Gad and Asher."
2Kings22,"Josiah was eight years old when he began to reign, and he reigned thirty and one years in Jerusalem. And his mother's name was Jedidah, the daughter of Adaiah of Boscath.","Josiah was eight years old when he became king; and he was ruling in Jerusalem for thirty-one years; his mother's name was Jedidah, daughter of Adaiah of Bozkath. He did what was right in the eyes of the Lord, walking in the ways of David his father, without turning to the right hand or to the left."
1Kings20,"And Benhadad the king of Syria gathered all his host together: and there were thirty and two kings with him, and horses, and chariots; and he went up and besieged Samaria, and warred against it. And he sent messengers to Ahab king of Israel into the city, and said unto him, Thus saith Benhadad, Thy silver and thy gold is mine; thy wives also and thy children, even the goodliest, are mine.","Now Ben-hadad, king of Aram, got all his army together, and thirty-two kings with him, and horses and carriages of war; he went up and made war on Samaria, shutting it in. And he sent representatives into the town to Ahab, king of Israel; And they said to him, Ben-hadad says, Your silver and your gold are mine; and your wives and children are mine."
2Chronicles23,"And in the seventh year Jehoiada strengthened himself, and took the captains of hundreds, Azariah the son of Jeroham, and Ishmael the son of Jehohanan, and Azariah the son of Obed, and Maaseiah the son of Adaiah, and Elishaphat the son of Zichri, into covenant with him. And they went about in Judah, and gathered the Levites out of all the cities of Judah, and the chief of the fathers of Israel, and they came to Jerusalem.","In the seventh year, Jehoiada made himself strong, and made an agreement with the captains of hundreds, Azariah, the son of Jeroham, Ishmael, the son of Jehohanan, Azariah, the son of Obed, Maaseiah, the son of Adaiah, and Elishaphat, the son of Zichri. And they went through Judah, getting together the Levites and the heads of families in Israel from all the towns of Judah, and they came to Jerusalem."
Isaiah21,"The burden of the desert of the sea. As whirlwinds in the south pass through; so it cometh from the desert, from a terrible land.","The word about the waste land. As storm-winds in the South go rushing through, it comes from the waste land, from the land greatly to be feared."
Mark4,"And he began again to teach by the sea side: and there was gathered unto him a great multitude, so that he entered into a ship, and sat in the sea; and the whole multitude was by the sea on the land. And he taught them many things by parables, and said unto them in his doctrine, Hearken; Behold, there went out a sower to sow: And it came to pass, as he sowed, some fell by the way side, and the fowls of the air came and devoured it up.","And again he was teaching by the seaside. And a very great number of people had come to him, so that he got into a boat on the sea and took his seat; and all the people were on the land by the seaside."
Numbers10,"And the Lord spake unto Moses, saying, Make thee two trumpets of silver; of a whole piece shalt thou make them: that thou mayest use them for the calling of the assembly, and for the journeying of the camps. And when they shall blow with them, all the assembly shall assemble themselves to thee at the door of the tabernacle of the congregation.","And the Lord said to Moses, Make two silver horns of hammered work, to be used for getting the people together and to give the sign for the moving of the tents. When they are sounded, all the people are to come together to you at the door of the Tent of meeting."
Ephesians1,"Paul, an apostle of Jesus Christ by the will of God, to the saints which are at Ephesus, and to the faithful in Christ Jesus: Grace be to you, and peace, from God our Father, and from the Lord Jesus Christ. Blessed be the God and Father of our Lord Jesus Christ, who hath blessed us with all spiritual blessings in heavenly places in Christ: According as he hath chosen us in him before the foundation of the world, that we should be holy and without blame before him in love: Having predestinated us unto the adoption of children by Jesus Christ to himself, according to the good pleasure of his will, To the praise of the glory of his grace, wherein he hath made us accepted in the beloved.","Paul, an Apostle of Christ Jesus by the purpose of God, to the saints who are at Ephesus, and those who have faith in Christ Jesus: Grace to you and peace from God our Father and the Lord Jesus Christ. Praise be to the God and Father of our Lord Jesus Christ, who has given us every blessing of the Spirit in the heavens in Christ: Even as he made selection of us in him from the first, so that we might be holy and free from all evil before him in love: As we were designed before by him for the position of sons to himself, through Jesus Christ, in the good pleasure of his purpose, To the praise of the glory of his grace, which he freely gave to us in the Loved One: In whom we have salvation through his blood, the forgiveness of our sins, through the wealth of his grace, Which he gave us in full measure in all wisdom and care; Having made clear to us the secret of his purpose, in agreement with the design which he had in mind, to put into his hands The ordering of the times when they are complete, so that all things might come to a head in Christ, the things in heaven and the things on the earth; in him, I say, In whom we have a heritage, being marked out from the first in his purpose who does all things in agreement with his designs; So that his glory might have praise through us who first had hope in Christ: In whom you, having been given the true word, the good news of your salvation, and through your faith in him, were given the sign of the Holy Spirit of hope, Which is the first-fruit of our heritage, till God gets back that which is his, to the praise of his glory."
Leviticus9,"And it came to pass on the eighth day, that Moses called Aaron and his sons, and the elders of Israel; And he said unto Aaron, Take thee a young calf for a sin offering, and a ram for a burnt offering, without blemish, and offer them before the Lord. And unto the children of Israel thou shalt speak, saying, Take ye a kid of the goats for a sin offering; and a calf and a lamb, both of the first year, without blemish, for a burnt offering; Also a bullock and a ram for peace offerings, to sacrifice before the Lord; and a meat offering mingled with oil: for to day the Lord will appear unto you.","And on the eighth day Moses sent for Aaron and his sons and the responsible men of Israel; And he said to Aaron, Take a young ox for a sin-offering and a male sheep for a burned offering, without a mark, and make an offering of them before the Lord. And say to the children of Israel: Take a he-goat for a sin-offering, and a young ox and a lamb, in their first year, without any mark on them, for a burned offering; And an ox and a male sheep for peace-offerings, to be put to death before the Lord; and a meal offering mixed with oil: for this day you are to see the Lord."
2Corinthians8,"Moreover, brethren, we do you to wit of the grace of God bestowed on the churches of Macedonia; How that in a great trial of affliction the abundance of their joy and their deep poverty abounded unto the riches of their liberality. For to their power, I bear record, yea, and beyond their power they were willing of themselves; Praying us with much intreaty that we would receive the gift, and take upon us the fellowship of the ministering to the saints.","And now we give you news, brothers, about the grace of God which has been given to the churches of Macedonia; How while they were undergoing every sort of trouble, and were in the greatest need, they took all the greater joy in being able to give freely to the needs of others. For I give them witness, that as they were able, and even more than they were able, they gave from the impulse of their hearts, Seriously requesting us that they might have a part in this grace of being servants to the needs of the saints: And going even farther than our hope, they first gave themselves to the Lord and to us after the purpose of God."
Genesis32,"And Jacob went on his way, and the angels of God met him. And when Jacob saw them, he said, This is God's host: and he called the name of that place Mahanaim.","And on his way Jacob came face to face with the angels of God. And when he saw them he said, This is the army of God: so he gave that place the name of Mahanaim."
Job38,"Then the Lord answered Job out of the whirlwind, and said, Who is this that darkeneth counsel by words without knowledge? Gird up now thy loins like a man; for I will demand of thee, and answer thou me.","And the Lord made answer to Job out of the storm-wind, and said, Who is this who makes the purpose of God dark by words without knowledge? Get your strength together like a man of war; I will put questions to you, and you will give me the answers."
Ezekiel31,"And it came to pass in the eleventh year, in the third month, in the first day of the month, that the word of the Lord came unto me, saying, Son of man, speak unto Pharaoh king of Egypt, and to his multitude; Whom art thou like in thy greatness? Behold, the Assyrian was a cedar in Lebanon with fair branches, and with a shadowing shroud, and of an high stature; and his top was among the thick boughs.","Now in the eleventh year, in the third month, on the first day of the month, the word of the Lord came to me, saying, Son of man, say to Pharaoh, king of Egypt, and to his people; Whom are you like in your great power? See, a pine-tree with beautiful branches and thick growth, giving shade and very tall; and its top was among the clouds."
Deuteronomy11,"Therefore thou shalt love the Lord thy God, and keep his charge, and his statutes, and his judgments, and his commandments, alway. And know ye this day: for I speak not with your children which have not known, and which have not seen the chastisement of the Lord your God, his greatness, his mighty hand, and his stretched out arm, And his miracles, and his acts, which he did in the midst of Egypt unto Pharaoh the king of Egypt, and unto all his land; And what he did unto the army of Egypt, unto their horses, and to their chariots; how he made the water of the Red sea to overflow them as they pursued after you, and how the Lord hath destroyed them unto this day; And what he did unto you in the wilderness, until ye came into this place; And what he did unto Dathan and Abiram, the sons of Eliab, the son of Reuben: how the earth opened her mouth, and swallowed them up, and their households, and their tents, and all the substance that was in their possession, in the midst of all Israel: But your eyes have seen all the great acts of the Lord which he did.","So have love for the Lord your God, and give him worship, and keep his laws and his decisions and his orders at all times. And be certain in your minds this day; for these words are not said to your children, who have had no experience of the training of the Lord your God, and who have not seen his great power or his strong hand and his stretched-out arm, Or his signs and wonders which he did in Egypt, to Pharaoh, king of Egypt, and all his land; And what he did to the army of Egypt, to their horses and their war-carriages; how he made the waters of the Red Sea come up over them when they went after you, and how the Lord put an end to them even to this day; And what he did for you in the waste land, till you came to this place; And what he did to Dathan and Abiram, the sons of Eliab, the son of Reuben; when they went down into the open mouth of the earth, with their families and their tents and every living thing which was theirs, before the eyes of all Israel: But your eyes have seen all the great works of the Lord which he has done."
Leviticus2,"And when any will offer a meat offering unto the Lord, his offering shall be of fine flour; and he shall pour oil upon it, and put frankincense thereon: And he shall bring it to Aaron's sons the priests: and he shall take thereout his handful of the flour thereof, and of the oil thereof, with all the frankincense thereof; and the priest shall burn the memorial of it upon the altar, to be an offering made by fire, of a sweet savour unto the Lord: And the remnant of the meat offering shall be Aaron's and his sons': it is a thing most holy of the offerings of the Lord made by fire. And if thou bring an oblation of a meat offering baken in the oven, it shall be unleavened cakes of fine flour mingled with oil, or unleavened wafers anointed with oil.","And when anyone makes a meal offering to the Lord, let his offering be of the best meal, with oil on it and perfume: And let him take it to Aaron's sons, the priests; and having taken in his hand some of the meal and of the oil, with all the perfume, let him give it to the priest to be burned on the altar, as a sign, an offering made by fire, for a sweet smell to the Lord. And the rest of the meal offering will be for Aaron and his sons; it is most holy among the Lord's fire offerings."
1Kings18,"And it came to pass after many days, that the word of the Lord came to Elijah in the third year, saying, Go, shew thyself unto Ahab; and I will send rain upon the earth. And Elijah went to shew himself unto Ahab.","Now after a long time, the word of the Lord came to Elijah, in the third year, saying, Go and let Ahab see you, so that I may send rain on the earth. So Elijah went to let Ahab see him."
Matthew18,"At the same time came the disciples unto Jesus, saying, Who is the greatest in the kingdom of heaven? And Jesus called a little child unto him, and set him in the midst of them, And said, Verily I say unto you, Except ye be converted, and become as little children, ye shall not enter into the kingdom of heaven.","In that hour the disciples came to Jesus, saying, Who is greatest in the kingdom of heaven? And he took a little child, and put him in the middle of them, And said, Truly, I say to you, If you do not have a change of heart and become like little children, you will not go into the kingdom of heaven."
Ezekiel23,"The word of the Lord came again unto me, saying, Son of man, there were two women, the daughters of one mother: And they committed whoredoms in Egypt; they committed whoredoms in their youth: there were their breasts pressed, and there they bruised the teats of their virginity. And the names of them were Aholah the elder, and Aholibah her sister: and they were mine, and they bare sons and daughters.","The word of the Lord came to me again, saying, Son of man, there were two women, daughters of one mother: They were acting like loose women in Egypt; when they were young their behaviour was loose: there their breasts were crushed, even the points of their young breasts were crushed. Their names were Oholah, the older, and Oholibah, her sister: and they became mine, and gave birth to sons and daughters."
Job11,"Then answered Zophar the Naamathite, and said, Should not the multitude of words be answered? and should a man full of talk be justified?","Then Zophar the Naamathite made answer and said, Are all these words to go unanswered? and is a man seen to be right because he is full of talk?"
Job2,"Again there was a day when the sons of God came to present themselves before the Lord, and Satan came also among them to present himself before the Lord. And the Lord said unto Satan, From whence comest thou?","And there was a day when the sons of the gods came together before the Lord, and the Satan came with them. And the Lord said to the Satan, Where do you come from?"
Daniel9,"In the first year of Darius the son of Ahasuerus, of the seed of the Medes, which was made king over the realm of the Chaldeans; In the first year of his reign I Daniel understood by books the number of the years, whereof the word of the Lord came to Jeremiah the prophet, that he would accomplish seventy years in the desolations of Jerusalem. And I set my face unto the Lord God, to seek by prayer and supplications, with fasting, and sackcloth, and ashes: And I prayed unto the Lord my God, and made my confession, and said, O Lord, the great and dreadful God, keeping the covenant and mercy to them that love him, and to them that keep his commandments; We have sinned, and have committed iniquity, and have done wickedly, and have rebelled, even by departing from thy precepts and from thy judgments: Neither have we hearkened unto thy servants the prophets, which spake in thy name to our kings, our princes, and our fathers, and to all the people of the land.","In the first year of Darius, the son of Ahasuerus, of the seed of the Medes, who was made king over the kingdom of the Chaldaeans; In the first year of his rule, I, Daniel, saw clearly from the books the number of years given by the word of the Lord to the prophet Jeremiah, in which the making waste of Jerusalem was to be complete, that is, seventy years. And turning my face to the Lord God, I gave myself up to prayer, requesting his grace, going without food, in haircloth and dust."
Genesis47,"Then Joseph came and told Pharaoh, and said, My father and my brethren, and their flocks, and their herds, and all that they have, are come out of the land of Canaan; and, behold, they are in the land of Goshen. And he took some of his brethren, even five men, and presented them unto Pharaoh.","Then Joseph went to Pharaoh, and said, My father and my brothers with their flocks and their herds and all they have, are come from Canaan, and are now in the land of Goshen. And he took five of his brothers to Pharaoh."
Exodus17,"And all the congregation of the children of Israel journeyed from the wilderness of Sin, after their journeys, according to the commandment of the Lord, and pitched in Rephidim: and there was no water for the people to drink. Wherefore the people did chide with Moses, and said, Give us water that we may drink.","And the children of Israel went on from the waste land of Sin, by stages as the Lord gave them orders, and put up their tents in Rephidim: and there was no drinking-water for the people. So the people were angry with Moses, and said, Give us water for drinking."
Job17,"My breath is corrupt, my days are extinct, the graves are ready for me. Are there not mockers with me?","My spirit is broken, my days are ended, the last resting-place is ready for me. Truly, those who make sport of me are round about me, and my eyes become dark because of their bitter laughing."
Jonah2,"Then Jonah prayed unto the Lord his God out of the fish's belly, And said, I cried by reason of mine affliction unto the Lord, and he heard me; out of the belly of hell cried I, and thou heardest my voice. For thou hadst cast me into the deep, in the midst of the seas; and the floods compassed me about: all thy billows and thy waves passed over me.","Then Jonah made prayer to the Lord his God from the inside of the fish, and said, In my trouble I was crying to the Lord, and he gave me an answer; out of the deepest underworld I sent up a cry, and you gave ear to my voice. For you have put me down into the deep, into the heart of the sea; and the river was round about me; all your waves and your rolling waters went over me."
Acts26,"Then Agrippa said unto Paul, Thou art permitted to speak for thyself. Then Paul stretched forth the hand, and answered for himself: I think myself happy, king Agrippa, because I shall answer for myself this day before thee touching all the things whereof I am accused of the Jews: Especially because I know thee to be expert in all customs and questions which are among the Jews: wherefore I beseech thee to hear me patiently.","And Agrippa said to Paul, You may put your cause before us. Then Paul, stretching out his hand, made his answer, saying: In my opinion I am happy, King Agrippa, to be able to give my answer before you today to all these things which the Jews say against me: The more so, because you are expert in all questions to do with the Jews and their ways: so I make my request to you to give me a hearing to the end."
Mark12,"And he began to speak unto them by parables. A certain man planted a vineyard, and set an hedge about it, and digged a place for the winefat, and built a tower, and let it out to husbandmen, and went into a far country.","And he gave them teaching in the form of stories. A man had a vine-garden planted, and put a wall about it, and made a place for crushing out the wine, and put up a tower, and let it out to field-workers, and went into another country."
Galatians4,"Now I say, That the heir, as long as he is a child, differeth nothing from a servant, though he be lord of all; But is under tutors and governors until the time appointed of the father. Even so we, when we were children, were in bondage under the elements of the world: But when the fulness of the time was come, God sent forth his Son, made of a woman, made under the law, To redeem them that were under the law, that we might receive the adoption of sons.","But I say that as long as the son is a child, he is in no way different from a servant, though he is lord of all; But is under keepers and managers till the time fixed by the father. So we, when we were young, were kept under the first rules of the world; But when the time had come, God sent out his Son, made of a woman, made under the law, That he might make them free who were under the law, and that we might be given the place of sons."
Numbers17,"And the Lord spake unto Moses, saying, Speak unto the children of Israel, and take of every one of them a rod according to the house of their fathers, of all their princes according to the house of their fathers twelve rods: write thou every man's name upon his rod. And thou shalt write Aaron's name upon the rod of Levi: for one rod shall be for the head of the house of their fathers.","And the Lord said to Moses, Say to the children of Israel that they are to give you rods, one for every family, for every chief, the head of his father's house, making twelve rods; let every man's name be placed on his rod. And let Aaron's name be placed on the rod of Levi: for there is to be one rod for the head of every family."
Isaiah66,"Thus saith the Lord, The heaven is my throne, and the earth is my footstool: where is the house that ye build unto me? and where is the place of my rest?","The Lord says, Heaven is the seat of my power, and earth is the resting-place for my feet: what sort of house will you make for me, and what place will be my resting-place? For all these things my hand has made, and they are mine, says the Lord; but to this man only will I give attention, to him who is poor and broken in spirit, fearing my word."
Joshua10,"Now it came to pass, when Adonizedec king of Jerusalem had heard how Joshua had taken Ai, and had utterly destroyed it; as he had done to Jericho and her king, so he had done to Ai and her king; and how the inhabitants of Gibeon had made peace with Israel, and were among them; That they feared greatly, because Gibeon was a great city, as one of the royal cities, and because it was greater than Ai, and all the men thereof were mighty. Wherefore Adonizedec king of Jerusalem, sent unto Hoham king of Hebron, and unto Piram king of Jarmuth, and unto Japhia king of Lachish, and unto Debir king of Eglon, saying, Come up unto me, and help me, that we may smite Gibeon: for it hath made peace with Joshua and with the children of Israel.","Now when it came to the ears of Adoni-zedek, king of Jerusalem, that Joshua had taken Ai, and had given it up to the curse (for as he had done to Jericho and its king, so he had done to Ai and its king); and that the people of Gibeon had made peace with Israel and were living among them; He was in great fear, because Gibeon was a great town, like one of the king's towns, greater than Ai, and all the men in it were men of war. So Adoni-zedek, king of Jerusalem, sent to Hoham, king of Hebron, and to Piram, king of Jarmuth, and to Japhia, king of Lachish, and to Debir, king of Eglon, saying, Come up to me and give me help, and let us make an attack on Gibeon: for they have made peace with Joshua and the children of Israel."
1Samuel3,And the child Samuel ministered unto the Lord before Eli. And the word of the Lord was precious in those days; there was no open vision.,Now the young Samuel was the servant of the Lord before Eli. In those days the Lord kept his word secret from men; there was no open vision.
2Chronicles3,"Then Solomon began to build the house of the Lord at Jerusalem in mount Moriah, where the Lord appeared unto David his father, in the place that David had prepared in the threshingfloor of Ornan the Jebusite. And he began to build in the second day of the second month, in the fourth year of his reign.","Then Solomon made a start at building the house of the Lord on Mount Moriah in Jerusalem, where the Lord had been seen by his father David, in the place which David had made ready in the grain-floor of Ornan the Jebusite. The building was started in the second month in the fourth year of his rule."
Genesis49,"And Jacob called unto his sons, and said, Gather yourselves together, that I may tell you that which shall befall you in the last days. Gather yourselves together, and hear, ye sons of Jacob; and hearken unto Israel your father.","And Jacob sent for his sons, and said, Come together, all of you, so that I may give you news of your fate in future times. Come near, O sons of Jacob, and give ear to the words of Israel your father."
Jeremiah7,"The word that came to Jeremiah from the Lord, saying, Stand in the gate of the Lord's house, and proclaim there this word, and say, Hear the word of the Lord, all ye of Judah, that enter in at these gates to worship the Lord. Thus saith the Lord of hosts, the God of Israel, Amend your ways and your doings, and I will cause you to dwell in this place.","The word which came to Jeremiah from the Lord, saying, Take your place in the doorway of the Lord's house, and give out this word there, and say, Give ear to the word of the Lord, all you of Judah who come inside these doors to give worship to the Lord. The Lord of armies, the God of Israel, says, Let your ways and your doings be changed for the better and I will let you go on living in this place."
Nehemiah13,"On that day they read in the book of Moses in the audience of the people; and therein was found written, that the Ammonite and the Moabite should not come into the congregation of God for ever; Because they met not the children of Israel with bread and with water, but hired Balaam against them, that he should curse them: howbeit our God turned the curse into a blessing. Now it came to pass, when they had heard the law, that they separated from Israel all the mixed multitude.","On that day there was a reading from the book of Moses in the hearing of the people; and they saw that it said in the book that no Ammonite or Moabite might ever come into the meeting of God; Because they did not give the children of Israel bread and water when they came to them, but got Balaam to put a curse on them: though the curse was turned into a blessing by our God. So after hearing the law, they took out of Israel all the mixed people."
Numbers33,"These are the journeys of the children of Israel, which went forth out of the land of Egypt with their armies under the hand of Moses and Aaron. And Moses wrote their goings out according to their journeys by the commandment of the Lord: and these are their journeys according to their goings out.","These are the journeys of the children of Israel, when they went out of the land of Egypt in their armies, under the direction of Moses and Aaron. And the stages of their journey on their way out were put down in writing by Moses at the order of the Lord: these are the stages of their journey and the way they went."
Isaiah61,"The Spirit of the Lord God is upon me; because the Lord hath anointed me to preach good tidings unto the meek; he hath sent me to bind up the brokenhearted, to proclaim liberty to the captives, and the opening of the prison to them that are bound; To proclaim the acceptable year of the Lord, and the day of vengeance of our God; to comfort all that mourn; To appoint unto them that mourn in Zion, to give unto them beauty for ashes, the oil of joy for mourning, the garment of praise for the spirit of heaviness; that they might be called trees of righteousness, the planting of the Lord, that he might be glorified. And they shall build the old wastes, they shall raise up the former desolations, and they shall repair the waste cities, the desolations of many generations.","The spirit of the Lord is on me, because I am marked out by him to give good news to the poor; he has sent me to make the broken-hearted well, to say that the prisoners will be made free, and that those in chains will see the light again; To give knowledge that the year of the Lord's good pleasure has come, and the day of punishment from our God; to give comfort to all who are sad; To give them a fair head-dress in place of dust, the oil of joy in place of the clothing of grief, praise in place of sorrow; so that they may be named trees of righteousness, the planting of the Lord, and so that he may have glory. And they will be building again the old broken walls, and will make new the old waste places, and will put up again the towns which have been waste for long generations."
Mark10,"And he arose from thence, and cometh into the coasts of Judaea by the farther side of Jordan: and the people resort unto him again; and, as he was wont, he taught them again. And the Pharisees came to him, and asked him, Is it lawful for a man to put away his wife?","And he got up, and went into the country of Judaea on the other side of Jordan: and great numbers of people came together to him again; and, as was his way, he gave them teaching. And Pharisees came to him, testing him with the question, Is it right for a man to put away his wife?"
Acts2,"And when the day of Pentecost was fully come, they were all with one accord in one place. And suddenly there came a sound from heaven as of a rushing mighty wind, and it filled all the house where they were sitting.","And when the day of Pentecost was come, they were all together in one place. And suddenly there came from heaven a sound like the rushing of a violent wind, and all the house where they were was full of it."
2Samuel6,"Again, David gathered together all the chosen men of Israel, thirty thousand. And David arose, and went with all the people that were with him from Baale of Judah, to bring up from thence the ark of God, whose name is called by the name of the Lord of hosts that dwelleth between the cherubims.","And David got together all the fighting-men of Israel to the number of thirty thousand; And David, and all the people who were with him, went to Baal of Judah to get the ark of God, over which the holy name is named, the name of the Lord of armies, whose place is between the winged ones. And they put the ark of God on a new cart and took it out of the house of Abinadab which was on the hill: and Uzzah and Ahio, the sons of Abinadab, were the drivers of the cart."
Acts13,"Now there were in the church that was at Antioch certain prophets and teachers; as Barnabas, and Simeon that was called Niger, and Lucius of Cyrene, and Manaen, which had been brought up with Herod the tetrarch, and Saul. As they ministered to the Lord, and fasted, the Holy Ghost said, Separate me Barnabas and Saul for the work whereunto I have called them.","Now there were at Antioch, in the church there, prophets and teachers, Barnabas, and Symeon who was named Niger, and Lucius of Cyrene, and Manaen, a relation of Herod the king, and Saul. And while they were doing the Lord's work, and going without food, the Holy Spirit said, Let Barnabas and Saul be given to me for the special work for which they have been marked out by me."
Luke10,"After these things the Lord appointed other seventy also, and sent them two and two before his face into every city and place, whither he himself would come. Therefore said he unto them, The harvest truly is great, but the labourers are few: pray ye therefore the Lord of the harvest, that he would send forth labourers into his harvest.","Now after these things, the Lord made selection of seventy others and sent them before him, two together, into every town and place where he himself was about to come. And he said to them, There is much grain ready to be cut, but not enough workers: so make prayer to the Lord of the grain-fields that he will send workers to get in the grain."
Job8,"Then answered Bildad the Shuhite, and said, How long wilt thou speak these things? and how long shall the words of thy mouth be like a strong wind?","Then Bildad the Shuhite made answer and said, How long will you say these things, and how long will the words of your mouth be like a strong wind? Does God give wrong decisions?"
Ezekiel25,"The word of the Lord came again unto me, saying, Son of man, set thy face against the Ammonites, and prophesy against them; And say unto the Ammonites, Hear the word of the Lord God; Thus saith the Lord God; Because thou saidst, Aha, against my sanctuary, when it was profaned; and against the land of Israel, when it was desolate; and against the house of Judah, when they went into captivity; Behold, therefore I will deliver thee to the men of the east for a possession, and they shall set their palaces in thee, and make their dwellings in thee: they shall eat thy fruit, and they shall drink thy milk. And I will make Rabbah a stable for camels, and the Ammonites a couching place for flocks: and ye shall know that I am the Lord.","And the word of the Lord came to me, saying, Son of man, let your face be turned to the children of Ammon, and be a prophet against them: And say to the children of Ammon, Give ear to the word of the Lord; this is what the Lord has said: Because you said, Aha! against my holy place when it was made unclean, and against the land of Israel when it was made waste, and against the people of Judah when they were taken away as prisoners; For this cause I will give you up to the children of the east for their heritage, and they will put their tent-circles in you and make their houses in you; they will take your fruit for their food and your milk for their drink."
John21,"After these things Jesus shewed himself again to the disciples at the sea of Tiberias; and on this wise shewed he himself. There were together Simon Peter, and Thomas called Didymus, and Nathanael of Cana in Galilee, and the sons of Zebedee, and two other of his disciples.","After these things Jesus let himself be seen again by the disciples at the sea of Tiberias; and it came about in this way. Simon Peter, Thomas named Didymus, Nathanael of Cana in Galilee, the sons of Zebedee, and two others of his disciples were all together."
Ezekiel26,"And it came to pass in the eleventh year, in the first day of the month, that the word of the Lord came unto me, saying, Son of man, because that Tyrus hath said against Jerusalem, Aha, she is broken that was the gates of the people: she is turned unto me: I shall be replenished, now she is laid waste: Therefore thus saith the Lord God; Behold, I am against thee, O Tyrus, and will cause many nations to come up against thee, as the sea causeth his waves to come up. And they shall destroy the walls of Tyrus, and break down her towers: I will also scrape her dust from her, and make her like the top of a rock.","Now in the eleventh year, on the first day of the month, the word of the Lord came to me, saying, Son of man, because Tyre has said against Jerusalem, Aha, she who was the doorway of the peoples is broken; she is turned over to them; she who was full is made waste; For this cause the Lord has said, See, I am against you, O Tyre, and will send up a number of nations against you as the sea sends up its waves. And they will give the walls of Tyre to destruction and have its towers broken: and I will take even her dust away from her, and make her an uncovered rock She will be a place for the stretching out of nets in the middle of the sea; for I have said it, says the Lord: and her goods will be given over to the nations."
Luke9,"Then he called his twelve disciples together, and gave them power and authority over all devils, and to cure diseases. And he sent them to preach the kingdom of God, and to heal the sick.","And getting the twelve together, he gave them power and authority over all evil spirits and over diseases, to make them well. And he sent them out to be preachers of the kingdom of God, and to make well those who were ill. And he said to them, Take nothing for your journey, no stick or bag or bread or money, and do not take two coats."
Ezekiel8,"And it came to pass in the sixth year, in the sixth month, in the fifth day of the month, as I sat in mine house, and the elders of Judah sat before me, that the hand of the Lord God fell there upon me. Then I beheld, and lo a likeness as the appearance of fire: from the appearance of his loins even downward, fire; and from his loins even upward, as the appearance of brightness, as the colour of amber.","Now in the sixth year, in the sixth month, on the fifth day of the month, when I was in my house and the responsible men of Judah were seated before me, the hand of the Lord came on me there. And looking, I saw a form like fire; from the middle of his body and down there was fire: and up from the middle of his body a sort of shining, like electrum."
