chapter,KJV,BBE
James3,"My brethren, be not many masters, knowing that we shall receive the greater condemnation. For in many things we offend all.","Do not all be teachers, my brothers, because we teachers will be judged more hardly than others. For we all go wrong in a number of things."
James4,"From whence come wars and fightings among you? come they not hence, even of your lusts that war in your members?",What is the cause of wars and fighting among you? is it not in your desires which are at war in your bodies?
James5,"Go to now, ye rich men, weep and howl for your miseries that shall come upon you. Your riches are corrupted, and your garments are motheaten.","Come now, you men of wealth, give yourselves to weeping and crying because of the bitter troubles which are coming to you. Your wealth is unclean and insects have made holes in your clothing."
Jeremiah1,"The words of Jeremiah the son of Hilkiah, of the priests that were in Anathoth in the land of Benjamin: To whom the word of the Lord came in the days of Josiah the son of Amon king of Judah, in the thirteenth year of his reign. It came also in the days of Jehoiakim the son of Josiah king of Judah, unto the end of the eleventh year of Zedekiah the son of Josiah king of Judah, unto the carrying away of Jerusalem captive in the fifth month.","The words of Jeremiah, the son of Hilkiah, of the priests who were in Anathoth in the land of Benjamin: To whom the word of the Lord came in the days of Josiah, the son of Amon, king of Judah, in the thirteenth year of his rule. And it came again in the days of Jehoiakim, the son of Josiah, king of Judah, up to the eleventh year of Zedekiah, the son of Josiah, king of Judah; till Jerusalem was taken away in the fifth month."
Jeremiah10,"Hear ye the word which the Lord speaketh unto you, O house of Israel: Thus saith the Lord, Learn not the way of the heathen, and be not dismayed at the signs of heaven; for the heathen are dismayed at them. For the customs of the people are vain: for one cutteth a tree out of the forest, the work of the hands of the workman, with the axe.","Give ear to the word which the Lord says to you, O people of Israel: This is what the Lord has said: Do not go in the way of the nations; have no fear of the signs of heaven, for the nations go in fear of them. For that which is feared by the people is foolish: it is the work of the hands of the workman; for a tree is cut down by him out of the woods with his axe."
Jeremiah11,"The word that came to Jeremiah from the Lord saying, Hear ye the words of this covenant, and speak unto the men of Judah, and to the inhabitants of Jerusalem; And say thou unto them, Thus saith the Lord God of Israel; Cursed be the man that obeyeth not the words of this covenant, Which I commanded your fathers in the day that I brought them forth out of the land of Egypt, from the iron furnace, saying, Obey my voice, and do them, according to all which I command you: so shall ye be my people, and I will be your God: That I may perform the oath which I have sworn unto your fathers, to give them a land flowing with milk and honey, as it is this day. Then answered I, and said, So be it, O Lord.","The word which came to Jeremiah from the Lord, saying, Give ear to the words of this agreement, and say to the men of Judah and to the people of Jerusalem, The Lord, the God of Israel, has said, Let that man be cursed who does not give ear to the words of this agreement, To the order which I gave your fathers on the day when I took them out of the land of Egypt, out of the oven of iron, saying, Give ear to my voice, and do all the orders I have given you: so you will be my people, and I will be your God: So that I may give effect to the oath which I made to your fathers, to give them a land flowing with milk and honey as at this day. And I said in answer, So be it, O Lord."
Jeremiah12,"Righteous art thou, O Lord, when I plead with thee: yet let me talk with thee of thy judgments: Wherefore doth the way of the wicked prosper? wherefore are all they happy that deal very treacherously?","You are in the right, O Lord, when I put my cause before you: still let me take up with you the question of your decisions: why does the evil-doer do well? why are the workers of deceit living in comfort?"
Jeremiah13,"Thus saith the Lord unto me, Go and get thee a linen girdle, and put it upon thy loins, and put it not in water. So I got a girdle according to the word of the Lord, and put it on my loins.","This is what the Lord said to me: Go and get yourself a linen band and put it round you and do not put it in water. So, as the Lord said, I got a band for a price and put it round my body."
Jeremiah14,"The word of the Lord that came to Jeremiah concerning the dearth. Judah mourneth, and the gates thereof languish; they are black unto the ground; and the cry of Jerusalem is gone up.","The word of the Lord came to Jeremiah when there was no water. Judah is weeping and its doors are dark with sorrow, and people are seated on the earth clothed in black; and the cry of Jerusalem has gone up."
Jeremiah15,"Then said the Lord unto me, Though Moses and Samuel stood before me, yet my mind could not be toward this people: cast them out of my sight, and let them go forth. And it shall come to pass, if they say unto thee, Whither shall we go forth?","Then the Lord said to me, Even if Moses and Samuel came before me, I would have no desire for this people: send them away from before me, and let them go. And it will be, when they say to you, Where are we to go?"
Jeremiah16,"The word of the Lord came also unto me, saying, Thou shalt not take thee a wife, neither shalt thou have sons or daughters in this place. For thus saith the Lord concerning the sons and concerning the daughters that are born in this place, and concerning their mothers that bare them, and concerning their fathers that begat them in this land; They shall die of grievous deaths; they shall not be lamented; neither shall they be buried; but they shall be as dung upon the face of the earth: and they shall be consumed by the sword, and by famine; and their carcases shall be meat for the fowls of heaven, and for the beasts of the earth.","Then again the word of the Lord came to me, saying, You are not to take a wife for yourself or have sons or daughters in this place. For this is what the Lord has said about the sons and daughters who come to birth in this place, and about their mothers who have given them birth, and about their fathers who have given life to them in this land: Death from evil diseases will overtake them; there will be no weeping for them and their bodies will not be put to rest; they will be like waste on the face of the earth: the sword and need of food will put an end to them; their dead bodies will be meat for the birds of heaven and for the beasts of the earth."
Jeremiah17,"The sin of Judah is written with a pen of iron, and with the point of a diamond: it is graven upon the table of their heart, and upon the horns of your altars; Whilst their children remember their altars and their groves by the green trees upon the high hills. O my mountain in the field, I will give thy substance and all thy treasures to the spoil, and thy high places for sin, throughout all thy borders.","The sin of Judah is recorded with a pen of iron, and with the sharp point of a jewel it is cut on their hearts of stone, and on the horns of their altars for a sign to them: Their altars and their wood pillars under every branching tree, on the high hills and the mountains in the field. I will give your wealth and all your stores to be taken away in war without a price, because of your sins in every part of your land."
Jeremiah18,"The word which came to Jeremiah from the Lord, saying, Arise, and go down to the potter's house, and there I will cause thee to hear my words. Then I went down to the potter's house, and, behold, he wrought a work on the wheels.","The word which came to Jeremiah from the Lord, saying, Up! go down to the potter's house, and there I will let my words come to your ears."
Jeremiah19,"Thus saith the Lord, Go and get a potter's earthen bottle, and take of the ancients of the people, and of the ancients of the priests; And go forth unto the valley of the son of Hinnom, which is by the entry of the east gate, and proclaim there the words that I shall tell thee, And say, Hear ye the word of the Lord, O kings of Judah, and inhabitants of Jerusalem; Thus saith the Lord of hosts, the God of Israel; Behold, I will bring evil upon this place, the which whosoever heareth, his ears shall tingle. Because they have forsaken me, and have estranged this place, and have burned incense in it unto other gods, whom neither they nor their fathers have known, nor the kings of Judah, and have filled this place with the blood of innocents; They have built also the high places of Baal, to burn their sons with fire for burnt offerings unto Baal, which I commanded not, nor spake it, neither came it into my mind: Therefore, behold, the days come, saith the Lord, that this place shall no more be called Tophet, nor The valley of the son of Hinnom, but The valley of slaughter.","This is what the Lord has said: Go and get for money a potter's bottle made of earth, and take with you some of the responsible men of the people and of the priests; And go out to the valley of the son of Hinnom, by the way into the door of broken pots, and there say in a loud voice the words which I will give you; Say, Give ear to the word of the Lord, O kings of Judah and people of Jerusalem; the Lord of armies, the God of Israel, has said, See, I will send evil on this place which will be bitter to the ears of anyone hearing of it. Because they have given me up, and made this place a strange place, burning perfumes in it to other gods, of whom they and their fathers and the kings of Judah had no knowledge; and they have made this place full of the blood of those who have done no wrong; And they have put up the high places of the Baal, burning their sons in the fire; a thing which was not ordered by me, and it was never in my mind: For this cause, see, a time is coming, says the Lord, when this place will no longer be named Topheth, or, The valley of the son of Hinnom, but, The valley of Death."
Jeremiah2,"Moreover the word of the Lord came to me, saying, Go and cry in the ears of Jerusalem, saying, Thus saith the Lord; I remember thee, the kindness of thy youth, the love of thine espousals, when thou wentest after me in the wilderness, in a land that was not sown. Israel was holiness unto the Lord, and the firstfruits of his increase: all that devour him shall offend; evil shall come upon them, saith the Lord.","And the word of the Lord came to me, saying, Go and say in the ears of Jerusalem, The Lord says, I still keep the memory of your kind heart when you were young, and your love when you became my bride; how you went after me in the waste of sand, in an unplanted land. Israel was holy to the Lord, the first-fruits of his increase: all who made attacks on him were judged as wrongdoers, evil came on them, says the Lord."
Jeremiah20,"Now Pashur the son of Immer the priest, who was also chief governor in the house of the Lord, heard that Jeremiah prophesied these things. Then Pashur smote Jeremiah the prophet, and put him in the stocks that were in the high gate of Benjamin, which was by the house of the Lord.","Now it came to the ears of Pashhur, the son of Immer the priest, who was chief in authority in the house of the Lord, that Jeremiah was saying these things; And Pashhur gave blows to Jeremiah and had his feet chained in a framework of wood in the higher doorway of Benjamin, which was in the house of the Lord. Then on the day after, Pashhur let Jeremiah loose."
Jeremiah21,"The word which came unto Jeremiah from the Lord, when king Zedekiah sent unto him Pashur the son of Melchiah, and Zephaniah the son of Maaseiah the priest, saying, Enquire, I pray thee, of the Lord for us; for Nebuchadrezzar king of Babylon maketh war against us; if so be that the Lord will deal with us according to all his wondrous works, that he may go up from us. Then said Jeremiah unto them, Thus shall ye say to Zedekiah: Thus saith the Lord God of Israel; Behold, I will turn back the weapons of war that are in your hands, wherewith ye fight against the king of Babylon, and against the Chaldeans, which besiege you without the walls, and I will assemble them into the midst of this city.","The word which came to Jeremiah from the Lord, when King Zedekiah sent to him Pashhur, the son of Malchiah, and Zephaniah, the son of Maaseiah the priest, saying, Will you get directions from the Lord for us; for Nebuchadrezzar, king of Babylon, is making war against us; it may be that the Lord will do something for us like all the wonders he has done, and make him go away from us. Then Jeremiah said to them, This is what you are to say to Zedekiah: The Lord God of Israel has said, See, I am turning back the instruments of war in your hands, with which you are fighting against the king of Babylon and the Chaldaeans, who are outside the walls and shutting you in; and I will get them together inside this town."
Jeremiah22,"Thus saith the Lord; Go down to the house of the king of Judah, and speak there this word, And say, Hear the word of the Lord, O king of Judah, that sittest upon the throne of David, thou, and thy servants, and thy people that enter in by these gates: Thus saith the Lord; Execute ye judgment and righteousness, and deliver the spoiled out of the hand of the oppressor: and do no wrong, do no violence to the stranger, the fatherless, nor the widow, neither shed innocent blood in this place. For if ye do this thing indeed, then shall there enter in by the gates of this house kings sitting upon the throne of David, riding in chariots and on horses, he, and his servants, and his people.","This is what the Lord has said: Go down to the house of the king of Judah and there give him this word, And say, Give ear to the word of the Lord, O king of Judah, seated on the seat of David, you and your servants and your people who come in by these doors. This is what the Lord has said: Do what is right, judging uprightly, and make free from the hands of the cruel one him whose goods have been violently taken away: do no wrong and be not violent to the man from a strange country and the child without a father and the widow, and let not those who have done no wrong be put to death in this place."
Jeremiah23,Woe be unto the pastors that destroy and scatter the sheep of my pasture! saith the Lord.,"A curse is on the keepers who are causing the destruction and loss of the sheep of my field, says the Lord. So this is what the Lord, the God of Israel, has said against the keepers who have the care of my people: You have let my flock be broken up, driving them away and not caring for them; see, I will send on you the punishment for the evil of your doings, says the Lord."
Jeremiah24,"The Lord shewed me, and, behold, two baskets of figs were set before the temple of the Lord, after that Nebuchadrezzar king of Babylon had carried away captive Jeconiah the son of Jehoiakim king of Judah, and the princes of Judah, with the carpenters and smiths, from Jerusalem, and had brought them to Babylon. One basket had very good figs, even like the figs that are first ripe: and the other basket had very naughty figs, which could not be eaten, they were so bad.","The Lord gave me a vision, and I saw two baskets full of figs put in front of the Temple of the Lord, after Nebuchadrezzar, king of Babylon, had taken prisoner Jeconiah, the son of Jehoiakim, king of Judah, and the chiefs of Judah, and the expert workmen and metal-workers from Jerusalem, and had taken them to Babylon. One basket had very good figs, like the figs which first come to growth: and the other basket had very bad figs, so bad that they were of no use for food."
Jeremiah25,"The word that came to Jeremiah concerning all the people of Judah in the fourth year of Jehoiakim the son of Josiah king of Judah, that was the first year of Nebuchadrezzar king of Babylon; The which Jeremiah the prophet spake unto all the people of Judah, and to all the inhabitants of Jerusalem, saying, From the thirteenth year of Josiah the son of Amon king of Judah, even unto this day, that is the three and twentieth year, the word of the Lord hath come unto me, and I have spoken unto you, rising early and speaking; but ye have not hearkened. And the Lord hath sent unto you all his servants the prophets, rising early and sending them; but ye have not hearkened, nor inclined your ear to hear.","The word which came to Jeremiah about all the people of Judah in the fourth year of Jehoiakim, the son of Josiah king of Judah; this was the first year of Nebuchadrezzar, king of Babylon. This word Jeremiah gave out to all the people of Judah and to those living in Jerusalem, saying, From the thirteenth year of Josiah, the son of Amon, king of Judah, even till this day, for twenty-three years, the word of the Lord has been coming to me, and I have given it to you, getting up early and talking to you; but you have not given ear."
Jeremiah26,"In the beginning of the reign of Jehoiakim the son of Josiah king of Judah came this word from the Lord, saying, Thus saith the Lord; Stand in the court of the Lord's house, and speak unto all the cities of Judah, which come to worship in the Lord's house, all the words that I command thee to speak unto them; diminish not a word: If so be they will hearken, and turn every man from his evil way, that I may repent me of the evil, which I purpose to do unto them because of the evil of their doings. And thou shalt say unto them, Thus saith the Lord; If ye will not hearken to me, to walk in my law, which I have set before you, To hearken to the words of my servants the prophets, whom I sent unto you, both rising up early, and sending them, but ye have not hearkened; Then will I make this house like Shiloh, and will make this city a curse to all the nations of the earth.","When Jehoiakim, the son of Josiah, king of Judah, first became king, this word came from the Lord, saying, This is what the Lord has said: Take your place in the open square of the Lord's house and say to all the towns of Judah, who come into the Lord's house for worship, everything I give you orders to say to them: keep back not a word; It may be that they will give ear, and that every man will be turned from his evil way, so that my purpose of sending evil on them because of the evil of their doings may be changed. And you are to say to them, This is what the Lord has said: If you do not give ear to me and go in the way of my law which I have put before you, And give ear to the words of my servants the prophets whom I send to you, getting up early and sending them, though you gave no attention; Then I will make this house like Shiloh, and will make this town a curse to all the nations of the earth."
Jeremiah27,"In the beginning of the reign of Jehoiakim the son of Josiah king of Judah came this word unto Jeremiah from the Lord, saying, Thus saith the Lord to me; Make thee bonds and yokes, and put them upon thy neck, And send them to the king of Edom, and to the king of Moab, and to the king of the Ammonites, and to the king of Tyrus, and to the king of Zidon, by the hand of the messengers which come to Jerusalem unto Zedekiah king of Judah; And command them to say unto their masters, Thus saith the Lord of hosts, the God of Israel; Thus shall ye say unto your masters; I have made the earth, the man and the beast that are upon the ground, by my great power and by my outstretched arm, and have given it unto whom it seemed meet unto me. And now have I given all these lands into the hand of Nebuchadnezzar the king of Babylon, my servant; and the beasts of the field have I given him also to serve him.","When Zedekiah, the son of Josiah, king of Judah, first became king this word came to Jeremiah from the Lord, saying, This is what the Lord has said to me: Make for yourself bands and yokes and put them on your neck; And send them to the king of Edom, and to the king of Moab, and to the king of the children of Ammon, and to the king of Tyre, and to the king of Zidon, by their servants who come to Jerusalem, to Zedekiah, king of Judah; And give them orders to say to their masters, This is what the Lord of armies, the God of Israel, has said: Say to your masters, I have made the earth, and man and beast on the face of the earth, by my great power and by my outstretched arm; and I will give it to anyone at my pleasure. And now I have given all these lands into the hands of Nebuchadnezzar, the king of Babylon, my servant; and I have given the beasts of the field to him for his use."
Jeremiah28,"And it came to pass the same year, in the beginning of the reign of Zedekiah king of Judah, in the fourth year, and in the fifth month, that Hananiah the son of Azur the prophet, which was of Gibeon, spake unto me in the house of the Lord, in the presence of the priests and of all the people, saying, Thus speaketh the Lord of hosts, the God of Israel, saying, I have broken the yoke of the king of Babylon. Within two full years will I bring again into this place all the vessels of the Lord's house, that Nebuchadnezzar king of Babylon took away from this place, and carried them to Babylon: And I will bring again to this place Jeconiah the son of Jehoiakim king of Judah, with all the captives of Judah, that went into Babylon, saith the Lord: for I will break the yoke of the king of Babylon.","And it came about in that year, when Zedekiah first became king of Judah, in the fourth year, in the fifth month, that Hananiah, the son of Azzur the prophet, who came from Gibeon, said to Jeremiah in the house of the Lord, before the priests and all the people, These are the words of the Lord of armies, the God of Israel: By me the yoke of the king of Babylon has been broken. In the space of two years I will send back into this place all the vessels of the Lord's house which Nebuchadnezzar, king of Babylon, took away from this place to Babylon: And I will let Jeconiah, the son of Jehoiakim, king of Judah, come back to this place, with all the prisoners of Judah who went to Babylon, says the Lord: for I will have the yoke of the king of Babylon broken."
Jeremiah29,"Now these are the words of the letter that Jeremiah the prophet sent from Jerusalem unto the residue of the elders which were carried away captives, and to the priests, and to the prophets, and to all the people whom Nebuchadnezzar had carried away captive from Jerusalem to Babylon; (After that Jeconiah the king, and the queen, and the eunuchs, the princes of Judah and Jerusalem, and the carpenters, and the smiths, were departed from Jerusalem;) By the hand of Elasah the son of Shaphan, and Gemariah the son of Hilkiah, (whom Zedekiah king of Judah sent unto Babylon to Nebuchadnezzar king of Babylon) saying, Thus saith the Lord of hosts, the God of Israel, unto all that are carried away captives, whom I have caused to be carried away from Jerusalem unto Babylon; Build ye houses, and dwell in them; and plant gardens, and eat the fruit of them; Take ye wives, and beget sons and daughters; and take wives for your sons, and give your daughters to husbands, that they may bear sons and daughters; that ye may be increased there, and not diminished. And seek the peace of the city whither I have caused you to be carried away captives, and pray unto the Lord for it: for in the peace thereof shall ye have peace.","Now these are the words of the letter which Jeremiah the prophet sent from Jerusalem to the responsible men among those who had been taken away, and to the priests and the prophets and to all the rest of the people whom Nebuchadnezzar had taken away prisoners from Jerusalem to Babylon; (After Jeconiah the king and the queen-mother and the unsexed servants and the rulers of Judah and Jerusalem and the expert workmen and the metal-workers had gone away from Jerusalem;) By the hand of Elasah, the son of Shaphan, and Gemariah, the son of Hilkiah, (whom Zedekiah, king of Judah, sent to Babylon, to Nebuchadnezzar, king of Babylon,) saying, This is what the Lord of armies, the God of Israel, has said to all those whom I have taken away prisoners from Jerusalem to Babylon: Go on building houses and living in them, and planting gardens and using the fruit of them; Take wives and have sons and daughters, and take wives for your sons, and give your daughters to husbands, so that they may have sons and daughters; and be increased in number there and do not become less. And be working for the peace of the land to which I have had you taken away prisoners, and make prayer to the Lord for it: for in its peace you will have peace."
Jeremiah3,"They say, If a man put away his wife, and she go from him, and become another man's, shall he return unto her again? shall not that land be greatly polluted?","They say, If a man puts away his wife and she goes from him and becomes another man's, will he go back to her again? will not that land have been made unclean?"
Jeremiah30,"The word that came to Jeremiah from the Lord, saying, Thus speaketh the Lord God of Israel, saying, Write thee all the words that I have spoken unto thee in a book. For, lo, the days come, saith the Lord, that I will bring again the captivity of my people Israel and Judah, saith the Lord: and I will cause them to return to the land that I gave to their fathers, and they shall possess it.","The word which came to Jeremiah from the Lord, saying, The Lord, the God of Israel, has said, Put down in a book all the words which I have said to you. For see, the days are coming, says the Lord, when I will let the fate of my people Israel and Judah be changed, says the Lord: and I will make them come back to the land which I gave to their fathers, so that they may take it for their heritage."
Jeremiah31,"At the same time, saith the Lord, will I be the God of all the families of Israel, and they shall be my people. Thus saith the Lord, The people which were left of the sword found grace in the wilderness; even Israel, when I went to cause him to rest.","At that time, says the Lord, I will be the God of all the families of Israel, and they will be my people. The Lord has said, Grace came in the waste land to a people kept safe from the sword, even to Israel on the way to his resting-place."
Jeremiah32,"The word that came to Jeremiah from the Lord in the tenth year of Zedekiah king of Judah, which was the eighteenth year of Nebuchadrezzar. For then the king of Babylon's army besieged Jerusalem: and Jeremiah the prophet was shut up in the court of the prison, which was in the king of Judah's house.","The word which came to Jeremiah from the Lord in the tenth year of Zedekiah, king of Judah, which was the eighteenth year of Nebuchadrezzar. Now at that time the king of Babylon's army was round Jerusalem, shutting it in: and Jeremiah the prophet was shut up in the place of the armed watchmen, in the house of the king of Judah."
Jeremiah33,"Moreover the word of the Lord came unto Jeremiah the second time, while he was yet shut up in the court of the prison, saying, Thus saith the Lord the maker thereof, the Lord that formed it, to establish it; the Lord is his name; Call unto me, and I will answer thee, and show thee great and mighty things, which thou knowest not. For thus saith the Lord, the God of Israel, concerning the houses of this city, and concerning the houses of the kings of Judah, which are thrown down by the mounts, and by the sword; They come to fight with the Chaldeans, but it is to fill them with the dead bodies of men, whom I have slain in mine anger and in my fury, and for all whose wickedness I have hid my face from this city.","Then the word of the Lord came to Jeremiah the second time, while he was still shut up in the place of the armed watchmen, saying, These are the words of the Lord, who is doing it, the Lord who is forming it, to make it certain; the Lord is his name; Let your cry come to me, and I will give you an answer, and let you see great things and secret things of which you had no knowledge. For this is what the Lord, the God of Israel, has said about the houses of this town and the houses of the kings of Judah, which have been broken down to make earthworks and ...; ... and to make them full of the dead bodies of men whom I have put to death in my wrath and in my passion, and because of whose evil-doing I have kept my face covered from this town."
Jeremiah34,"The word which came unto Jeremiah from the Lord, when Nebuchadnezzar king of Babylon, and all his army, and all the kingdoms of the earth of his dominion, and all the people, fought against Jerusalem, and against all the cities thereof, saying, Thus saith the Lord, the God of Israel; Go and speak to Zedekiah king of Judah, and tell him, Thus saith the Lord; Behold, I will give this city into the hand of the king of Babylon, and he shall burn it with fire: And thou shalt not escape out of his hand, but shalt surely be taken, and delivered into his hand; and thine eyes shall behold the eyes of the king of Babylon, and he shall speak with thee mouth to mouth, and thou shalt go to Babylon. Yet hear the word of the Lord, O Zedekiah king of Judah; Thus saith the Lord of thee, Thou shalt not die by the sword: But thou shalt die in peace: and with the burnings of thy fathers, the former kings which were before thee, so shall they burn odours for thee; and they will lament thee, saying, Ah lord!","The word which came to Jeremiah from the Lord, when Nebuchadrezzar, king of Babylon, and all his army, and all the kingdoms of the earth which were under his rule, and all the peoples, were fighting against Jerusalem and all its towns, saying, The Lord, the God of Israel, has said, Go and say to Zedekiah, king of Judah, This is what the Lord has said: See, I will give this town into the hands of the king of Babylon, and he will have it burned with fire: And you will not get away from him, but will certainly be taken and given up into his hands; and you will see the king of Babylon, eye to eye, and he will have talk with you, mouth to mouth, and you will go to Babylon. But give ear to the word of the Lord, O Zedekiah, king of Judah; this is what the Lord has said about you: Death will not come to you by the sword: You will come to your end in peace; and such burnings as they made for your fathers, the earlier kings before you, will be made for you; and they will be weeping for you and saying, Ah lord!"
Jeremiah35,"The word which came unto Jeremiah from the Lord in the days of Jehoiakim the son of Josiah king of Judah, saying, Go unto the house of the Rechabites, and speak unto them, and bring them into the house of the Lord, into one of the chambers, and give them wine to drink. Then I took Jaazaniah the son of Jeremiah, the son of Habaziniah, and his brethren, and all his sons, and the whole house of the Rechabites; And I brought them into the house of the Lord, into the chamber of the sons of Hanan, the son of Igdaliah, a man of God, which was by the chamber of the princes, which was above the chamber of Maaseiah the son of Shallum, the keeper of the door: And I set before the sons of the house of the Rechabites pots full of wine, and cups, and I said unto them, Drink ye wine.","The word which came to Jeremiah from the Lord, in the days of Jehoiakim, the son of Josiah, king of Judah, saying, Go into the house of the Rechabites, and have talk with them, and take them into the house of the Lord, into one of the rooms, and give them wine. Then I took Jaazaniah, the son of Jeremiah, the son of Habazziniah, and his brothers and all his sons and all the Rechabites; And I took them into the house of the Lord, into the room of the sons of Hanan, the son of Igdaliah, the man of God, which was near the rulers' room, which was over the room of Maaseiah, the son of Shallum, the keeper of the door; And I put before the sons of the Rechabites basins full of wine and cups, and I said to them, Take some wine."
Jeremiah36,"And it came to pass in the fourth year of Jehoiakim the son of Josiah king of Judah, that this word came unto Jeremiah from the Lord, saying, Take thee a roll of a book, and write therein all the words that I have spoken unto thee against Israel, and against Judah, and against all the nations, from the day I spake unto thee, from the days of Josiah, even unto this day. It may be that the house of Judah will hear all the evil which I purpose to do unto them; that they may return every man from his evil way; that I may forgive their iniquity and their sin.","Now it came about in the fourth year of Jehoiakim, the son of Josiah, king of Judah, that this word came to Jeremiah from the Lord, saying, Take a book and put down in it all the words I have said to you against Israel and against Judah and against all the nations, from the day when my word came to you in the days of Josiah till this day. It may be that the people of Judah, hearing of all the evil which it is my purpose to do to them, will be turned, every man from his evil ways; so that they may have my forgiveness for their evil-doing and their sin."
Jeremiah37,"And king Zedekiah the son of Josiah reigned instead of Coniah the son of Jehoiakim, whom Nebuchadrezzar king of Babylon made king in the land of Judah. But neither he, nor his servants, nor the people of the land, did hearken unto the words of the Lord, which he spake by the prophet Jeremiah.","And Zedekiah, the son of Josiah, became king in place of Coniah, the son of Jehoiakim, whom Nebuchadrezzar, king of Babylon, made king in the land of Judah. But he and his servants and the people of the land did not give ear to the words of the Lord which he said by Jeremiah the prophet."
Jeremiah38,"Then Shephatiah the son of Mattan, and Gedaliah the son of Pashur, and Jucal the son of Shelemiah, and Pashur the son of Malchiah, heard the words that Jeremiah had spoken unto all the people, saying, Thus saith the Lord, He that remaineth in this city shall die by the sword, by the famine, and by the pestilence: but he that goeth forth to the Chaldeans shall live; for he shall have his life for a prey, and shall live. Thus saith the Lord, This city shall surely be given into the hand of the king of Babylon's army, which shall take it.","Now it came to the ears of Shephatiah, the son of Mattan, and Gedaliah, the son of Pashhur, and Jucal, the son of Shelemiah, and Pashhur, the son of Malchiah, that Jeremiah had said to all the people, These are the words of the Lord: Whoever goes on living in this town will come to his death by the sword or through need of food or by disease: but whoever goes out to the Chaldaeans will keep his life out of the power of the attackers and be safe. The Lord has said, This town will certainly be given into the hands of the army of the king of Babylon, and he will take it."
Jeremiah39,"In the ninth year of Zedekiah king of Judah, in the tenth month, came Nebuchadrezzar king of Babylon and all his army against Jerusalem, and they besieged it. And in the eleventh year of Zedekiah, in the fourth month, the ninth day of the month, the city was broken up.","And it came about, that when Jerusalem was taken, (in the ninth year of Zedekiah, king of Judah, in the tenth month, Nebuchadrezzar, king of Babylon, with all his army, came against Jerusalem, shutting it in on every side; In the eleventh year of Zedekiah, in the fourth month, on the ninth day of the month, the town was broken into:) All the captains of the king of Babylon came in and took their places in the middle doorway of the town, Nergal-shar-ezer, ruler of Sin-magir, the Rabmag, and Nebushazban, the Rab-saris, and all the captains of the king of Babylon. And when Zedekiah, king of Judah, and all the men of war saw it, they went in flight from the town by night, by the way of the king's garden, through the doorway between the two walls: and they went out by the Arabah."
Jeremiah4,"If thou wilt return, O Israel, saith the Lord, return unto me: and if thou wilt put away thine abominations out of my sight, then shalt thou not remove. And thou shalt swear, The Lord liveth, in truth, in judgment, and in righteousness; and the nations shall bless themselves in him, and in him shall they glory.","If you will come back, O Israel, says the Lord, you will come back to me: and if you will put away your disgusting ways, you will not be sent away from before me. And you will take your oath, By the living Lord, in good faith and wisdom and righteousness; and the nations will make use of you as a blessing, and in you will they take a pride."
Jeremiah40,"The word that came to Jeremiah from the Lord, after that Nebuzaradan the captain of the guard had let him go from Ramah, when he had taken him being bound in chains among all that were carried away captive of Jerusalem and Judah, which were carried away captive unto Babylon. And the captain of the guard took Jeremiah, and said unto him, The Lord thy God hath pronounced this evil upon this place.","The word which came to Jeremiah from the Lord, after Nebuzaradan, the captain of the armed men, had let him go from Ramah, when he had taken him; for he had been put in chains, among all the prisoners of Jerusalem and Judah who were taken away prisoners to Babylon. And the captain of the armed men took Jeremiah and said to him, The Lord your God gave word of the evil which was to come on this place: *** and the Lord has made it come, and has done as he said; because of your sin against the Lord in not giving ear to his voice; and that is why this thing has come on you."
Jeremiah41,"Now it came to pass in the seventh month, that Ishmael the son of Nethaniah the son of Elishama, of the seed royal, and the princes of the king, even ten men with him, came unto Gedaliah the son of Ahikam to Mizpah; and there they did eat bread together in Mizpah. Then arose Ishmael the son of Nethaniah, and the ten men that were with him, and smote Gedaliah the son of Ahikam the son of Shaphan with the sword, and slew him, whom the king of Babylon had made governor over the land.","Now it came about in the seventh month that Ishmael, the son of Nethaniah, the son of Elishama, of the king's seed, having with him ten men, came to Gedaliah, the son of Ahikam, in Mizpah; and they had a meal together in Mizpah. Then Ishmael, the son of Nethaniah, and the ten men who were with him, got up, and attacking Gedaliah, the son of Ahikam, the son of Shaphan, with the sword, put to death him whom the king of Babylon had made ruler over the land."
Jeremiah42,"Then all the captains of the forces, and Johanan the son of Kareah, and Jezaniah the son of Hoshaiah, and all the people from the least even unto the greatest, came near, And said unto Jeremiah the prophet, Let, we beseech thee, our supplication be accepted before thee, and pray for us unto the Lord thy God, even for all this remnant; (for we are left but a few of many, as thine eyes do behold us:) That the Lord thy God may shew us the way wherein we may walk, and the thing that we may do. Then Jeremiah the prophet said unto them, I have heard you; behold, I will pray unto the Lord your God according to your words; and it shall come to pass, that whatsoever thing the Lord shall answer you, I will declare it unto you; I will keep nothing back from you.","Then all the captains of the forces, and Johanan, the son of Kareah, and Jezaniah, the son of Hoshaiah, and all the people from the least to the greatest, came near, And said to Jeremiah the prophet, Let our request come before you, and make prayer for us to the Lord your God, even for this small band of us; for we are only a small band out of what was a great number, as your eyes may see: That the Lord your God may make clear to us the way in which we are to go and what we are to do. Then Jeremiah the prophet said to them, I have given ear to you; see, I will make prayer to the Lord your God, as you have said; and it will be that, whatever the Lord may say in answer to you, I will give you word of it, keeping nothing back."
